COMID,REGIONID,WETTED_WIDTH_M
2678658,Region01,0
2678646,Region01,0
2678644,Region01,0
2678586,Region01,0
2676340,Region01,8.11
2678582,Region01,0
2673684,Region01,26.31
2684038,Region01,0
2684040,Region01,0
2682066,Region01,5.94
2676618,Region01,9.52
2677698,Region01,11.93
2676708,Region01,14.35
2676754,Region01,15.54
2685842,Region01,0
2682062,Region01,0
2677166,Region01,11.87
2680292,Region01,4.58
2682244,Region01,0
2678660,Region01,0
2678622,Region01,0
2678632,Region01,0
2678640,Region01,0
2680762,Region01,5.85
2680778,Region01,6.98
2683852,Region01,0
2677328,Region01,14.95
2678606,Region01,0
2678578,Region01,0
2679624,Region01,32.06
2678588,Region01,0
2673692,Region01,26.51
2674370,Region01,0
2673778,Region01,26.53
2676798,Region01,17.35
2676824,Region01,18.46
2676818,Region01,18.65
2680918,Region01,0
2679226,Region01,5.98
2679218,Region01,6.48
2683882,Region01,0
2683846,Region01,0
2678636,Region01,0
2678650,Region01,0
2678634,Region01,0
2680786,Region01,8.94
2679684,Region01,8.92
2678624,Region01,0
2678614,Region01,0
2676266,Region01,8.57
2685974,Region01,0
2685976,Region01,0
2677066,Region01,0
2677068,Region01,0
2685312,Region01,7.54
2685384,Region01,0
2685364,Region01,3.21
2683688,Region01,0
2683482,Region01,0
2683954,Region01,0
2683918,Region01,0
2683910,Region01,0
2680748,Region01,10.47
2679614,Region01,11.36
2680252,Region01,3.38
2680254,Region01,4.79
2680336,Region01,5.49
2680356,Region01,6.58
2686008,Region01,0
2685972,Region01,0
2686000,Region01,0
2683964,Region01,0
2683958,Region01,0
2683956,Region01,0
2685422,Region01,3.29
2685428,Region01,3.66
2685386,Region01,0
2685310,Region01,9.51
2683924,Region01,0
2683892,Region01,0
2683902,Region01,0
2683870,Region01,0
2683938,Region01,0
2680774,Region01,11.16
2680782,Region01,14.41
2681682,Region01,0
2681668,Region01,0
2684256,Region01,0
2683802,Region01,0
2683962,Region01,0
2683934,Region01,0
2683992,Region01,0
2683916,Region01,0
2685316,Region01,11.2
2685318,Region01,11.75
2685406,Region01,3.01
2685404,Region01,0
2686312,Region01,0
2685854,Region01,0
2683840,Region01,0
2683828,Region01,0
2683826,Region01,0
2683822,Region01,0
2680822,Region01,2.45
2692030,Region01,4.18
2683806,Region01,0
2683790,Region01,0
2681684,Region01,0
2681678,Region01,0
2683904,Region01,0
2683968,Region01,0
2684244,Region01,0
2683906,Region01,0
2685324,Region01,13.52
2686300,Region01,0
2685376,Region01,2.94
2685762,Region01,2.73
6716019,Region01,94.68
6713599,Region01,0
6713461,Region01,0
6713465,Region01,3.31
6713595,Region01,3.15
6713457,Region01,2.2
6712479,Region01,96.98
6713543,Region01,0
5195550,Region01,0
6711743,Region01,4.1
6712417,Region01,6.25
6711791,Region01,6.12
6712657,Region01,0
6710343,Region01,111.07
5196540,Region01,7.62
6713641,Region01,3.04
6713435,Region01,3.88
6713521,Region01,3.9
6713421,Region01,5.14
6710087,Region01,6.7
6712805,Region01,0
6710395,Region01,0
6710109,Region01,6.16
6713655,Region01,2.22
6713463,Region01,3.19
6714617,Region01,3.78
6713619,Region01,0
6714513,Region01,1.94
5198064,Region01,0
6710285,Region01,0
6712503,Region01,162.04
6713579,Region01,0
6711721,Region01,4.86
6711703,Region01,4.97
6716099,Region01,95.44
6712375,Region01,6.6
5196450,Region01,3.89
6716011,Region01,97.22
6713515,Region01,3.39
6710923,Region01,2.3
6713419,Region01,5.22
6710921,Region01,3.57
6710903,Region01,4.03
6711643,Region01,5.26
6710129,Region01,5.25
6709925,Region01,5.66
6712515,Region01,6.61
6714475,Region01,3.6
6714473,Region01,0
6712139,Region01,5.93
6712125,Region01,0
6712485,Region01,95.38
5196558,Region01,0
5198062,Region01,3.02
6710263,Region01,0
6710265,Region01,0
6711713,Region01,6.51
6712353,Region01,5.73
6711651,Region01,5.33
6710159,Region01,5.33
6716017,Region01,96.36
6716139,Region01,6.34
6710895,Region01,3.88
6710911,Region01,5.83
6712785,Region01,0
6713163,Region01,9.78
6711763,Region01,5.96
6712121,Region01,5.12
6712331,Region01,3.53
6710869,Region01,4.36
6710893,Region01,2.86
6710367,Region01,110.07
6712161,Region01,11.96
6710267,Region01,0
6712781,Region01,0
5196336,Region01,4.78
6710073,Region01,8.52
6710041,Region01,0
6710091,Region01,5.32
5195756,Region01,5.65
6711659,Region01,3.16
6711123,Region01,6.11
6710891,Region01,1.92
6710885,Region01,1.89
6710105,Region01,5.12
5195996,Region01,45.81
5196582,Region01,3.05
5196944,Region01,49.12
5195956,Region01,6.8
5198044,Region01,0
5197648,Region01,0
5194708,Region01,8.17
5194858,Region01,8.36
166195994,Region01,9.97
166195993,Region01,0
166195992,Region01,9.73
166195991,Region01,0
6712359,Region01,0
5196066,Region01,0
5196074,Region01,0
5197090,Region01,0
5196798,Region01,0
5197166,Region01,5.33
5196548,Region01,2.43
5195884,Region01,3.63
5195638,Region01,3.76
5196056,Region01,0
5197652,Region01,0
5197668,Region01,5.78
5197678,Region01,10.99
5197636,Region01,0
5198046,Region01,5.75
5197660,Region01,7.17
5194970,Region01,39.76
5194992,Region01,41.78
5194846,Region01,6.22
6712365,Region01,0
6712395,Region01,0
6712357,Region01,0
6712349,Region01,0
5195918,Region01,0
5195566,Region01,0
5196532,Region01,0
5195812,Region01,2.07
5197114,Region01,0
5197056,Region01,0
5196396,Region01,11.14
5195868,Region01,7.52
5196478,Region01,38.86
5195938,Region01,39.24
5195042,Region01,40.67
5195036,Region01,41.38
5196686,Region01,0
5195698,Region01,21.61
6712361,Region01,0
6712367,Region01,0
5196500,Region01,0
5195678,Region01,3.78
5196828,Region01,6.27
5197228,Region01,3.23
5196802,Region01,0
5196340,Region01,3.38
5195546,Region01,3.26
5195972,Region01,0
5195944,Region01,0
5195954,Region01,40.28
5196414,Region01,7.33
5195822,Region01,7.35
5195512,Region01,0
5195544,Region01,3.95
5195700,Region01,5.26
5196398,Region01,7.99
6710297,Region01,0
6712343,Region01,0
6712345,Region01,0
6712347,Region01,0
5196976,Region01,0
5195604,Region01,3.5
5196338,Region01,5.19
5196880,Region01,12.11
5197694,Region01,6.23
5196630,Region01,0
5196052,Region01,0
5196522,Region01,5.84
5196520,Region01,6.75
5196426,Region01,7.86
5196440,Region01,12.78
5197094,Region01,0
5195710,Region01,3
5196676,Region01,0
5194984,Region01,39.48
5194980,Region01,39.24
5194706,Region01,6.15
5194756,Region01,7.62
6712433,Region01,0
6712435,Region01,0
6712447,Region01,0
6712465,Region01,0
6712467,Region01,0
6712469,Region01,0
5196496,Region01,12.51
5196684,Region01,0
5194892,Region01,3.47
5194758,Region01,4.7
5196498,Region01,4.82
5197110,Region01,0
5195612,Region01,3.59
5195712,Region01,5.8
5196648,Region01,0
5195632,Region01,9.95
5195668,Region01,9.2
5195038,Region01,39.36
5196592,Region01,40.01
5195722,Region01,22.88
5196576,Region01,21.04
6712477,Region01,0
6712415,Region01,0
5195536,Region01,5.11
5195534,Region01,5.43
5196380,Region01,5.32
5196392,Region01,5.61
5195626,Region01,3.3
5196480,Region01,0
5195670,Region01,12.45
5196370,Region01,12.17
5195754,Region01,12.48
5195780,Region01,13.79
5195000,Region01,40
5196588,Region01,42.62
5195606,Region01,2.18
5195836,Region01,25.71
6712437,Region01,0
6712421,Region01,0
6712615,Region01,0
6712627,Region01,0
5197272,Region01,6.08
5196344,Region01,5.25
5195562,Region01,0
5195598,Region01,5.74
5194852,Region01,5.99
5195636,Region01,5.33
5195980,Region01,0
5196030,Region01,4.69
5195810,Region01,14.69
5196448,Region01,14.76
5195874,Region01,21.26
5196452,Region01,5.76
5197130,Region01,40.04
5197126,Region01,42.32
5194912,Region01,5.04
5194896,Region01,6.26
6712635,Region01,0
6712651,Region01,0
5196468,Region01,5.3
5196834,Region01,6.54
5195920,Region01,0
5196550,Region01,4.66
5196064,Region01,0
5195864,Region01,6.59
5195808,Region01,0
5196586,Region01,38.72
5195696,Region01,0
5196456,Region01,3.6
5197072,Region01,0
5196818,Region01,0
5196458,Region01,22.65
5195760,Region01,0
5195782,Region01,5.26
5196402,Region01,5.25
5196580,Region01,8.21
5196594,Region01,42.32
5197128,Region01,42.32
5194854,Region01,7.23
5195596,Region01,21.15
5196528,Region01,0
5196844,Region01,0
5196838,Region01,0
5196434,Region01,6.84
5194862,Region01,11.45
5194914,Region01,0
5195014,Region01,0
5196046,Region01,3.76
5196552,Region01,0
5196800,Region01,3.06
5196438,Region01,8.4
5195880,Region01,57.84
5195634,Region01,5.13
5196590,Region01,40
5197268,Region01,39.97
5196376,Region01,5.61
5196388,Region01,23.31
5195906,Region01,0
5196050,Region01,0
5194716,Region01,13.97
5194864,Region01,14.88
5195686,Region01,4.51
5197104,Region01,0
5195994,Region01,4.3
5195552,Region01,0
5195958,Region01,0
5196546,Region01,5.18
5195576,Region01,0
5195658,Region01,5.82
5195662,Region01,6.4
5197088,Region01,0
5194998,Region01,40.14
5194996,Region01,40.37
5195508,Region01,7.44
5196626,Region01,0
5196856,Region01,4.1
5195930,Region01,0
5196002,Region01,0
5195988,Region01,0
5196870,Region01,0
5195982,Region01,4.84
5195984,Region01,4.94
5196878,Region01,0
5195618,Region01,0
5196536,Region01,4.48
5196036,Region01,3.57
5196774,Region01,0
5196418,Region01,5.55
5196560,Region01,6.28
5195610,Region01,5.62
5195628,Region01,5.62
5195646,Region01,5.85
5195656,Region01,6.31
5195680,Region01,10.59
5196600,Region01,42.8
5196598,Region01,40.42
5194710,Region01,5.57
5196832,Region01,6.29
5196850,Region01,4.32
5196490,Region01,3.45
5196486,Region01,5.53
5196564,Region01,3.4
5196866,Region01,0
5196864,Region01,0
5196004,Region01,5.9
5196494,Region01,4.83
5196506,Region01,7.9
5196942,Region01,0
5195688,Region01,10.59
5195704,Region01,10.97
5196320,Region01,3.36
5195530,Region01,4.65
5196596,Region01,40.27
5197120,Region01,42.8
5196688,Region01,0
5195624,Region01,21.72
5196062,Region01,6.04
6710287,Region01,0
5196008,Region01,0
5195970,Region01,5.55
5195964,Region01,6.22
5196484,Region01,11.49
5195968,Region01,11.02
5196354,Region01,0
5195586,Region01,0
5195540,Region01,6.49
5195532,Region01,6.62
5195528,Region01,8.66
5195522,Region01,8.72
5197122,Region01,42.8
5197124,Region01,42.75
5196356,Region01,5.15
5195616,Region01,0
6712799,Region01,0
6713611,Region01,162.71
6712543,Region01,0
6714517,Region01,0
5196024,Region01,3.68
5196544,Region01,4.61
5196464,Region01,5.41
5195966,Region01,11.31
5196920,Region01,11.54
5196058,Region01,0
5196554,Region01,4.08
5195568,Region01,0
5196000,Region01,6.13
5196352,Region01,5.44
5195960,Region01,0
5196766,Region01,3.06
5195560,Region01,9.2
5195584,Region01,10.49
5195012,Region01,0
5194878,Region01,3.21
6713297,Region01,5.84
6713121,Region01,5.86
5194712,Region01,6.36
5199590,Region01,7.9
6713601,Region01,0
6711177,Region01,0
6713565,Region01,0
6712369,Region01,142.2
19335243,Region01,84.39
5196892,Region01,5.33
5196020,Region01,0
5196510,Region01,0
5196502,Region01,36.83
5196538,Region01,5.19
5196516,Region01,9.8
5196054,Region01,0
5196542,Region01,3.56
5195992,Region01,6.94
5196898,Region01,0
5195948,Region01,0
5196374,Region01,3.07
5194988,Region01,0
5194734,Region01,5.15
5194740,Region01,6.09
5194746,Region01,6.43
166195998,Region01,12.97
166195997,Region01,0
5195690,Region01,21.7
6710275,Region01,0
6713295,Region01,0
5196488,Region01,4.62
5195726,Region01,0
5196048,Region01,0
5195620,Region01,0
5196040,Region01,6.13
5196526,Region01,9.19
5196018,Region01,9.81
5196518,Region01,10.18
5195644,Region01,0
5195962,Region01,0
5195974,Region01,8.35
5194904,Region01,9.9
166174037,Region01,15.98
166174036,Region01,16.65
166195996,Region01,9.34
166195995,Region01,0
5197256,Region01,8.44
5195832,Region01,23.91
6710381,Region01,0
6711867,Region01,31.11
6709995,Region01,6.74
6712327,Region01,4.85
6710043,Region01,5.53
6710047,Region01,0
6712301,Region01,6.43
6711967,Region01,5.12
6711931,Region01,26.82
6712533,Region01,0
6711933,Region01,25.47
6716119,Region01,29.53
6712297,Region01,27.77
6712237,Region01,5.46
6711683,Region01,0
6709971,Region01,13.5
6709999,Region01,17.1
6710009,Region01,18.86
6710015,Region01,24.73
6711863,Region01,6.22
6712309,Region01,23.15
6710209,Region01,7.88
6711823,Region01,8.21
6712459,Region01,31.11
6710141,Region01,0
6712639,Region01,170.4
6712645,Region01,170.41
6712623,Region01,170.62
6716135,Region01,170.63
6714623,Region01,171.38
6712499,Region01,29.53
6713193,Region01,6.31
6713189,Region01,7.4
19333961,Region01,0
19333967,Region01,0
19333969,Region01,0
19333971,Region01,0
6710023,Region01,23.32
6710239,Region01,24.46
6710063,Region01,24.52
6710067,Region01,24.07
6712405,Region01,5.08
6711847,Region01,8.7
6710363,Region01,3.51
6709997,Region01,4.9
6711695,Region01,2.25
6714645,Region01,169.65
6714621,Region01,171.24
6714607,Region01,170.98
6714627,Region01,171.24
6713183,Region01,7.77
6713181,Region01,0
6713177,Region01,7.82
19333973,Region01,0
19333975,Region01,0
19333977,Region01,0
6710123,Region01,26.9
6710369,Region01,27.49
6710371,Region01,109.18
6712425,Region01,108.95
6709899,Region01,6.22
6709953,Region01,8.41
6709915,Region01,8.54
6713123,Region01,8.06
6714601,Region01,169.59
6712633,Region01,171.07
6712631,Region01,171.07
6712643,Region01,171.07
6711973,Region01,5.15
6713173,Region01,8.3
6713171,Region01,9.1
6713167,Region01,9.77
6713165,Region01,0
19333979,Region01,0
6710379,Region01,0
6709889,Region01,8.3
6709893,Region01,9.87
6709897,Region01,13.63
6710065,Region01,4.98
6712663,Region01,0
6711985,Region01,6.96
6712475,Region01,29.88
6712387,Region01,6.27
6711957,Region01,4.39
6711963,Region01,5.61
6712313,Region01,6.27
6711987,Region01,6.86
6712103,Region01,13.65
6713109,Region01,2.77
6712445,Region01,6.5
6711811,Region01,12.57
6713161,Region01,12.3
6716129,Region01,19.7
6712535,Region01,19.66
6711807,Region01,19.67
19333981,Region01,0
19333945,Region01,0
6710201,Region01,16.01
6710205,Region01,6.13
6709905,Region01,9.33
6709929,Region01,20.18
6711869,Region01,17.14
6712407,Region01,0
6712011,Region01,25.06
6710365,Region01,4.29
6710245,Region01,5.76
6712117,Region01,16.74
6712131,Region01,19.96
6712629,Region01,21.28
6716133,Region01,21.66
6711999,Region01,25.38
6711939,Region01,21.36
6712531,Region01,85.42
6712525,Region01,85.04
19333335,Region01,0
19333337,Region01,0
19333345,Region01,0
19333339,Region01,0
6709931,Region01,21.8
6709943,Region01,20.41
6709957,Region01,21.97
6709987,Region01,22.5
6710025,Region01,22.79
6709935,Region01,7.08
6712591,Region01,0
6712143,Region01,19.94
6712641,Region01,166.66
6714591,Region01,164.93
6714599,Region01,166.45
6713261,Region01,85.35
6712529,Region01,85.35
6710125,Region01,7.06
6711667,Region01,6.73
6712483,Region01,6.75
6710241,Region01,5.92
6710323,Region01,0
6712105,Region01,6.08
6710027,Region01,24.17
6710031,Region01,22.86
6710057,Region01,23.79
6710309,Region01,23.23
6712509,Region01,10.75
6711757,Region01,7.62
6714511,Region01,0
6713141,Region01,7.95
6711701,Region01,6.28
6714629,Region01,164.05
6714605,Region01,164.81
6714619,Region01,164.37
6713629,Region01,164.81
6711639,Region01,7.12
6712735,Region01,6.93
6711641,Region01,12.33
6711647,Region01,13.8
6712473,Region01,18.2
6712077,Region01,39.35
19334645,Region01,0
6712083,Region01,39.11
6712611,Region01,0
6710247,Region01,24.91
6710327,Region01,129.32
6710211,Region01,0
6709913,Region01,5.74
6711735,Region01,4.39
6711665,Region01,0
6712265,Region01,10.96
6711747,Region01,5.91
6709885,Region01,5.88
6714635,Region01,165.07
6713597,Region01,165.02
6714633,Region01,165.02
6713623,Region01,165.12
6711943,Region01,21.15
6711711,Region01,17.48
6712471,Region01,96.1
19333329,Region01,0
6712671,Region01,0
6712619,Region01,44.92
6712065,Region01,39.37
6709961,Region01,0
6709993,Region01,20.67
6710003,Region01,21.16
6710005,Region01,22.33
6711911,Region01,19.07
6711897,Region01,6.62
6712115,Region01,0
6712129,Region01,5.19
6713603,Region01,164.95
19335283,Region01,83.15
19335317,Region01,83.39
6712243,Region01,5.78
6710045,Region01,5.42
6710049,Region01,5.87
6710055,Region01,7.29
6712609,Region01,0
19333327,Region01,0
19333307,Region01,0
6713627,Region01,0
6710289,Region01,0
6711691,Region01,4.68
6709927,Region01,4.79
6712307,Region01,9.01
6711941,Region01,0
6711871,Region01,6.44
6711865,Region01,0
6713133,Region01,0
6710377,Region01,0
6712761,Region01,0
6711751,Region01,0
6712757,Region01,0
6711693,Region01,4.15
6712281,Region01,5.25
6712691,Region01,0
6712505,Region01,3.43
6711921,Region01,3.42
6713449,Region01,0
6713479,Region01,3.29
6711655,Region01,6.08
6711649,Region01,5.6
6712699,Region01,0
6711873,Region01,4
6711861,Region01,7.8
6712697,Region01,0
6711851,Region01,6.23
6711849,Region01,9.45
6712755,Region01,0
6709991,Region01,5.94
6711839,Region01,0
6712687,Region01,0
6711955,Region01,4.51
6712555,Region01,0
6709901,Region01,4.01
6710387,Region01,0
6713637,Region01,0
6713529,Region01,0
6714493,Region01,4.79
6709939,Region01,5.19
6709947,Region01,4.61
6711797,Region01,0
6711835,Region01,5.74
6711813,Region01,5.48
6711793,Region01,0
6713127,Region01,0
6709945,Region01,3.4
6712341,Region01,9.88
6712481,Region01,11.29
6710017,Region01,6.19
6710233,Region01,6.21
6710393,Region01,0
6710261,Region01,5.81
6710075,Region01,5.96
6709911,Region01,6.03
6709933,Region01,0
6713625,Region01,2.87
6711697,Region01,0
6710195,Region01,5.1
6711815,Region01,5.85
6711853,Region01,9.7
6712261,Region01,0
6712271,Region01,6.51
6713153,Region01,4.55
6713147,Region01,3.15
6712743,Region01,0
6713149,Region01,0
6711755,Region01,10.31
6713191,Region01,5.81
6713175,Region01,6.1
6713185,Region01,5.99
6710207,Region01,0
6711965,Region01,5.12
6712563,Region01,0
6711977,Region01,5.31
6713621,Region01,0
6713477,Region01,2.2
6709951,Region01,4.27
6710103,Region01,3.3
6712275,Region01,0
6712573,Region01,0
6710223,Region01,2.45
6712501,Region01,0
6712273,Region01,8.17
6711905,Region01,0
6712289,Region01,5.49
6712283,Region01,5.72
6710069,Region01,3.92
6713269,Region01,0
6713277,Region01,5.83
6713143,Region01,6.12
6713287,Region01,7
6713169,Region01,6.18
6711699,Region01,0
6711669,Region01,3.59
6712411,Region01,0
6712569,Region01,0
6711991,Region01,6.08
6712583,Region01,0
6712581,Region01,0
6713577,Region01,0
6713573,Region01,0
6710385,Region01,0
6713135,Region01,3.05
6711767,Region01,3.05
6713125,Region01,3.47
6711909,Region01,6.19
6712315,Region01,3.62
6712015,Region01,3.32
6712017,Region01,4.7
6712037,Region01,5.59
6710221,Region01,0
6713157,Region01,0
6716141,Region01,6.2
6710355,Region01,7.53
6716041,Region01,4.61
6710143,Region01,6.23
6712031,Region01,12.21
6712073,Region01,11.32
6712737,Region01,11.32
6712807,Region01,0
6712021,Region01,4.13
6713447,Region01,0
6714637,Region01,3.47
6712727,Region01,6.09
6712429,Region01,5.6
6712045,Region01,5.6
6712043,Region01,2.07
6712601,Region01,0
6712075,Region01,3.19
6710135,Region01,5.22
6711761,Region01,0
6711777,Region01,0
6712803,Region01,0
6711645,Region01,4.64
6709959,Region01,5.65
6710019,Region01,5.98
6710357,Region01,6.62
6712001,Region01,0
6712027,Region01,5.2
